14d618c,lepisiota kgac-afr04,h,http://www.antweb.org/images/14d618c/14d618c_h_1_low.jpg
14d618c,lepisiota kgac-afr04,p,http://www.antweb.org/images/14d618c/14d618c_p_1_low.jpg
14d618c,lepisiota kgac-afr04,d,http://www.antweb.org/images/14d618c/14d618c_d_1_low.jpg
14d709d-1,lepisiota kgac-afr02,h,http://www.antweb.org/images/14d709d-1/14d709d-1_h_1_low.jpg
14d709d-1,lepisiota kgac-afr02,p,http://www.antweb.org/images/14d709d-1/14d709d-1_p_1_low.jpg
14d709d-1,lepisiota kgac-afr02,d,http://www.antweb.org/images/14d709d-1/14d709d-1_d_1_low.jpg
14d826c,lepisiota kgac-afr06,h,http://www.antweb.org/images/14d826c/14d826c_h_1_low.jpg
14d826c,lepisiota kgac-afr06,p,http://www.antweb.org/images/14d826c/14d826c_p_1_low.jpg
14d826c,lepisiota kgac-afr06,d,http://www.antweb.org/images/14d826c/14d826c_d_1_low.jpg
14l318-3,lepisiota kgac-afr03,h,http://www.antweb.org/images/14l318-3/14l318-3_h_1_low.jpg
14l318-3,lepisiota kgac-afr03,p,http://www.antweb.org/images/14l318-3/14l318-3_p_1_low.jpg
14l318-3,lepisiota kgac-afr03,d,http://www.antweb.org/images/14l318-3/14l318-3_d_1_low.jpg
14l327c,lepisiota kgac-afr07,h,http://www.antweb.org/images/14l327c/14l327c_h_1_low.jpg
14l327c,lepisiota kgac-afr07,p,http://www.antweb.org/images/14l327c/14l327c_p_1_low.jpg
14l327c,lepisiota kgac-afr07,d,http://www.antweb.org/images/14l327c/14l327c_d_1_low.jpg
14l358c-3,lepisiota kgac-afr05,h,http://www.antweb.org/images/14l358c-3/14l358c-3_h_1_low.jpg
14l358c-3,lepisiota kgac-afr05,p,http://www.antweb.org/images/14l358c-3/14l358c-3_p_1_low.jpg
14l358c-3,lepisiota kgac-afr05,d,http://www.antweb.org/images/14l358c-3/14l358c-3_d_1_low.jpg
amnh-nj1029,kyromyrma neffi,h,http://www.antweb.org/images/amnh-nj1029/amnh-nj1029_h_1_low.jpg
amnh-nj1029,kyromyrma neffi,p,http://www.antweb.org/images/amnh-nj1029/amnh-nj1029_p_1_low.jpg
amnhdr10159,zatania electra,p,http://www.antweb.org/images/amnhdr10159/amnhdr10159_p_1_low.jpg
anic32-006700,melophorus indet,h,http://www.antweb.org/images/anic32-006700/anic32-006700_h_1_low.jpg
anic32-006700,melophorus indet,p,http://www.antweb.org/images/anic32-006700/anic32-006700_p_1_low.jpg
anic32-006700,melophorus indet,d,http://www.antweb.org/images/anic32-006700/anic32-006700_d_1_low.jpg
anic32-006700-1,melophorus inconspicuus,h,http://www.antweb.org/images/anic32-006700-1/anic32-006700-1_h_1_low.jpg
anic32-006700-1,melophorus inconspicuus,p,http://www.antweb.org/images/anic32-006700-1/anic32-006700-1_p_1_low.jpg
anic32-006700-1,melophorus inconspicuus,d,http://www.antweb.org/images/anic32-006700-1/anic32-006700-1_d_1_low.jpg
anic32-006700-2,melophorus inconspicuus,h,http://www.antweb.org/images/anic32-006700-2/anic32-006700-2_h_1_low.jpg
anic32-006700-2,melophorus inconspicuus,p,http://www.antweb.org/images/anic32-006700-2/anic32-006700-2_p_1_low.jpg
anic32-006700-2,melophorus inconspicuus,d,http://www.antweb.org/images/anic32-006700-2/anic32-006700-2_d_1_low.jpg
14d618c,lepisiota kgac-afr04,h,http://www.antweb.org/images/14d618c/14d618c_h_1_low.jpg
14d618c,lepisiota kgac-afr04,p,http://www.antweb.org/images/14d618c/14d618c_p_1_low.jpg
14d618c,lepisiota kgac-afr04,d,http://www.antweb.org/images/14d618c/14d618c_d_1_low.jpg
14d709d-1,lepisiota kgac-afr02,h,http://www.antweb.org/images/14d709d-1/14d709d-1_h_1_low.jpg
14d709d-1,lepisiota kgac-afr02,p,http://www.antweb.org/images/14d709d-1/14d709d-1_p_1_low.jpg
14d709d-1,lepisiota kgac-afr02,d,http://www.antweb.org/images/14d709d-1/14d709d-1_d_1_low.jpg
14d826c,lepisiota kgac-afr06,h,http://www.antweb.org/images/14d826c/14d826c_h_1_low.jpg
14d826c,lepisiota kgac-afr06,p,http://www.antweb.org/images/14d826c/14d826c_p_1_low.jpg
14d826c,lepisiota kgac-afr06,d,http://www.antweb.org/images/14d826c/14d826c_d_1_low.jpg
14l318-3,lepisiota kgac-afr03,h,http://www.antweb.org/images/14l318-3/14l318-3_h_1_low.jpg
14l318-3,lepisiota kgac-afr03,p,http://www.antweb.org/images/14l318-3/14l318-3_p_1_low.jpg
14l318-3,lepisiota kgac-afr03,d,http://www.antweb.org/images/14l318-3/14l318-3_d_1_low.jpg
14l327c,lepisiota kgac-afr07,h,http://www.antweb.org/images/14l327c/14l327c_h_1_low.jpg
14l327c,lepisiota kgac-afr07,p,http://www.antweb.org/images/14l327c/14l327c_p_1_low.jpg
14l327c,lepisiota kgac-afr07,d,http://www.antweb.org/images/14l327c/14l327c_d_1_low.jpg
14l358c-3,lepisiota kgac-afr05,h,http://www.antweb.org/images/14l358c-3/14l358c-3_h_1_low.jpg
